age,education,marital_status,worker_class,occupation_code,hours_per_week,sex,race,income,state,income_estimate_from_peers
38,21.0,Never married,"Self-employed, incorporated",3110,50.0,Male,1,500000.0,6,491947.0
41,15.0,Married,"Private, for-profit",4020,40.0,Male,8,40000.0,6,44175.0
25,21.0,Never married,"Private, non-profit",51,36.0,Male,6,32060.0,6,39273.0
60,,Divorced,"Private, for-profit",120,40.0,Female,1,160000.0,6,168646.0
57,21.0,Divorced,"Private, for-profit",3160,,Female,1,130000.0,6,122797.0
45,16.0,Divorced,"Private, for-profit",120,45.0,Male,1,,6,
25,20.0,Never married,"Private, for-profit",5120,,Male,1,22650.0,6,25888.0
35,18.0,Separated,"Private, for-profit",5810,,Female,3,29000.0,6,28130.0
55,19.0,Married,"Private, for-profit",4110,35.0,Female,6,12000.0,6,13128.0
65,21.0,Married,"Private, for-profit",5740,,Female,1,40000.0,6,41118.0
29,16.0,Married,"Private, for-profit",8140,40.0,Male,8,44000.0,6,41739.0
67,24.0,Married,"Private, for-profit",1825,45.0,Female,1,74000.0,6,68271.0
19,18.0,Never married,"Private, for-profit",4760,21.0,Male,1,3000.0,6,1343.0
46,22.0,Divorced,Local government,1822,36.0,Female,1,101000.0,6,104597.0
55,24.0,Divorced,"Private, for-profit",540,40.0,Female,6,70000.0,6,65731.0
65,1.0,Married,"Self-employed, unincorporated",4760,-1.0,Female,6,20900.0,6,16270.0
47,21.0,Married ,"Private, for-profit",4850,40.0,Female,2,100000.0,6,92260.0
44,21.0,Never married,"Private, for-profit",5820,40.0,Female,6,28000.0,6,23063.0
44,16.0,Married,"Private, non-profit",9130,40.0,Male,9,50000.0,6,56332.0
65,17.0,Widowed,State government,3602,25.0,Female,9,22000.0,6,24585.0
19,19.0,Never married,"Private, for-profit",4760,25.0,female,1,10300.0,6,18382.0
33,21.0,Married,Local government,1108,40.0,Male,8,60000.0,6,64395.0
70,21.0,Married,"Self-employed, unincorporated",2752,3.0,Male,1,20500.0,6,15266.0
23,19.0,Married,Federal government,820,40.0,Male,1,36000.0,6,32386.0
25,21.0,Never married,State government,650,20.0,Female,1,10100.0,6,14771.0
43,14.0,Married,"Self-employed, unincorporated",7200,20.0,Male,8,15000.0,6,5751.0
31,19.0,Married,"Private, for-profit",205,20.0,Female,1,15000.0,6,27744.0
23,21.0,Never married,"Private, for-profit",630,40.0,Female,1,50000.0,6,45797.0
29,1.0,Married,"Private, for-profit",3603,,Female,9,3000.0,6,9781.0
40,19.0,Divorced,"Private, for-profit",5810,40.0,Female,8,50000.0,6,43448.0
41,,Married,"Private, for-profit",7640,40.0,Male,1,37000.0,6,33816.0
59,20.0,Married,"Private, non-profit",5740,26.0,Female,1,36000.0,6,40716.0
56,12.0,Married,"Private, for-profit",4030,15.0,Female,6,12000.0,6,14637.0
64,16.0,Married,"Self-employed, unincorporated",5165,8.0,Female,1,5700.0,6,-1411.0
58,12.0,Never married,"Self-employed, unincorporated",6330,40.0,Male,8,10000.0,6,13079.0
21,19.0,Never married,"Private, for-profit",4140,30.0,Male,2,14000.0,6,4322.0
58,22.0,Married,"Private, for-profit",5710,50.0,Male,2,63000.0,6,67872.0
18,,Never married,"Private, for-profit",4010,22.0,Female,1,6900.0,6,12475.0
53,14.0,Separated,State government,6730,40.0,Male,8,50000.0,6,50643.0
48,18.0,Never married,State government,440,40.0,Female,1,36000.0,6,36774.0
50,19.0,Married,"Self-employed, unincorporated",2016,20.0,Female,1,30000.0,6,33176.0
62,19.0,Married,"Private, for-profit",20,60.0,Male,6,73000.0,6,75305.0
37,19.0,Married,"Self-employed, unincorporated",4920,20.0,female,1,21500.0,6,25776.0
24,16.0,Married,State government,2545,30.0,Female,1,52000.0,6,52176.0
47,21.0,Married,Local government,3720,50.0,Male,1,171600.0,6,168387.0
33,22.0,Never married,"Private, non-profit",725,60.0,Female,1,70000.0,6,74241.0
41,21.0,Married,"Self-employed, unincorporated",2825,50.0,Male ,1,372000.0,6,370945.0
50,21.0,Married,"Self-employed, unincorporated",4700,35.0,Female,1,38010.0,6,45881.0
29,21.0,Never married,"Private, for-profit",3255,24.0,female,1,90700.0,6,87766.0
28,16.0,Married ,"Private, for-profit",4700,33.0,Female,8,15000.0,6,18116.0
44,19.0,Never married,"Private, for-profit",9005,28.0,Female,1,31000.0,6,32995.0
34,21.0,Married,"Private, for-profit",4621,12.0,Female,8,15000.0,6,15844.0
45,22.0,Married,"Private, for-profit",2310,40.0,Female,1,65000.0,6,65564.0
30,21.0,Married,"Private, for-profit",845,65.0,Male,1,200000.0,6,199187.0
59,22.0,Married,"Self-employed, unincorporated",4810,60.0,Male,2,79800.0,6,72899.0
45,19.0,Never married,"Private, for-profit",3645,-1.0,Female,1,34000.0,6,29993.0
20,,Never married,State government,5860,12.0,Female,6,28000.0,6,27779.0
32,21.0,Never married,"Private, for-profit",310,50.0,Male,1,72000.0,6,71400.0
20,19.0,Never married,"Private, for-profit",9110,24.0,Male,1,11000.0,6,12393.0
21,18.0,Never married,"Private, for-profit",9310,40.0,Female,1,1500.0,6,9514.0
64,20.0,Married,State government,5420,40.0,Male,1,98000.0,6,99010.0
43,21.0,Married,"Private, non-profit",1050,40.0,Male,1,65000.0,6,61620.0
19,16.0,Never married,"Private, for-profit",4110,40.0,Female,1,25000.0,6,30468.0
22,16.0,Never married,State government,230,15.0,Male,1,15000.0,6,14794.0
44,16.0,Never married,"Private, for-profit",5000,40.0,Male,1,85000.0,6,79280.0
32,16.0,Never married,"Private, for-profit",5140,30.0,Female,9,15000.0,6,8855.0
42,17.0,Divorced,"Private, for-profit",3602,37.0,Female,1,4000.0,6,2241.0
20,19.0,Never married,"Private, for-profit",9645,40.0,Male,8,8000.0,6,6071.0
59,15.0,Married,"Private, for-profit",9640,20.0,Female,6,7000.0,6,13918.0
33,19.0,Never married,"Private, for-profit",1050,60.0,Male,1,111000.0,6,115923.0
30,16.0,Never married,"Self-employed, unincorporated",9620,30.0,Female,1,3400.0,6,7921.0
40,22.0,Married ,"Private, for-profit",750,40.0,Female,1,72000.0,6,77236.0
30,1.0,Married,"Private, for-profit",6260,8.0,Male,1,300.0,6,-1030.0
47,19.0,Married,State government,5100,40.0,Female,8,48500.0,6,57113.0
48,12.0,Married,"Private, for-profit",4020,40.0,Male,8,51000.0,6,48010.0
35,17.0,Never married,"Private, for-profit",5240,40.0,Male,1,27000.0,6,26096.0
31,20.0,Never married,"Private, for-profit",9142,45.0,Male,1,,6,
44,19.0,Married,"Private, for-profit",20,60.0,Male,1,,6,
40,,Never married,"Private, for-profit",910,50.0,Male,1,,6,
34,21.0,Married,"Self-employed, unincorporated",10,50.0,Female,1,6200.0,6,4526.0
63,24.0,Married,"Self-employed, incorporated",3250,40.0,Male,1,180000.0,6,173889.0
65,21.0,Married,"Private, for-profit",705,45.0,Female,1,156000.0,6,157584.0
46,23.0,Divorced,"Private, for-profit",2100,45.0,Male,1,230000.0,6,228806.0
62,9.0,Married,"Private, for-profit",9620,40.0,Female,1,32300.0,6,31994.0
57,16.0,Divorced,"Private, for-profit",4030,40.0,Male,6,40000.0,6,38747.0
24,20.0,Never married,"Private, for-profit",9620,40.0,Male,8,28000.0,6,28138.0
51,,Married,"Private, non-profit",1760,40.0,Female,1,54000.0,6,57428.0
57,9.0,Married,"Private, for-profit",9130,40.0,Male,8,60000.0,6,60239.0
56,21.0,Never married,"Private, for-profit",2700,20.0,Male,1,4000.0,6,7795.0
47,21.0,Married,"Private, non-profit",5420,40.0,Female,6,30000.0,6,33133.0
21,16.0,Never married,"Private, for-profit",5240,20.0,Male,8,22900.0,6,20917.0
27,19.0,Never married,"Private, for-profit",4760,40.0,Female,1,18000.0,6,22349.0
74,20.0,Married,"Private, for-profit",5400,15.0,Female,1,19500.0,6,9913.0
45,21.0,Married,"Private, for-profit",4920,50.0,Male,6,124000.0,6,129545.0
58,,Married,"Private, for-profit",8990,40.0,Female,8,20000.0,6,23549.0
19,16.0,Never married,"Private, for-profit",4020,25.0,Male,1,5200.0,6,-9849.0
48,,Married,Local government,1108,40.0,Female,1,84200.0,6,85640.0
20,19.0,Never married,State government,3930,40.0,Male,1,50000.0,6,49783.0
49,22.0,Divorced,"Private, for-profit",1005,45.0,Male,1,165000.0,6,158982.0
52,1.0,Married,"Private, for-profit",4000,12.0,Female,6,6000.0,6,6013.0
29,19.0,Married,"Private, for-profit",4760,1.0,Female,1,10050.0,6,10826.0
56,1.0,Widowed,"Self-employed, unincorporated",4600,,Female,8,36000.0,6,33291.0
20,19.0,Never married,"Private, non-profit",4760,20.0,Male,6,5000.0,6,11696.0
33,20.0,Never married,"Private, non-profit",6520,40.0,Male,6,75000.0,6,66814.0
40,1.0,Married,"Private, for-profit",4220,40.0,Male,1,28800.0,6,26909.0
59,22.0,Married,"Private, non-profit",2014,40.0,Female,8,59000.0,6,63096.0
32,,Married,"Private, for-profit",2640,,Male,8,100000.0,6,88369.0
22,21.0,Never married,"Private, for-profit",51,40.0,Female,1,14000.0,6,15693.0
45,10.0,Never married,State government,6050,50.0,Female,8,22000.0,6,15993.0
52,7.0,Married,"Private, for-profit",8310,40.0,Male,1,21000.0,6,16259.0
41,9.0,Married,"Self-employed, incorporated",6200,60.0,Male,1,40000.0,6,46194.0
30,21.0,Married,"Private, for-profit",1420,40.0,Female,1,70000.0,6,76546.0
50,20.0,Divorced,"Self-employed, unincorporated",4330,40.0,Female,1,50000.0,6,44950.0
65,21.0,Divorced,"Private, for-profit",10,50.0,Male,1,50000.0,6,45187.0
26,18.0,Never married,"Private, for-profit",5522,,female,1,28000.0,6,29519.0
30,19.0,Never married,"Private, for-profit",4110,40.0,Male,6,28000.0,6,29688.0
30,19.0,Never married,"Private, for-profit",4621,25.0,Female,1,40800.0,6,33434.0
42,,Divorced,Local government,3940,15.0,Female,1,22600.0,6,14432.0
69,22.0,Widowed,"Self-employed, incorporated",10,40.0,Female,1,,6,
32,1.0,Married,"Private, for-profit",9640,40.0,Female,1,20000.0,6,16069.0
69,21.0,Married,"Private, for-profit",1760,45.0,Male,1,126300.0,6,131847.0
57,,Married,"Private, for-profit",540,80.0,Female,1,65000.0,6,55594.0
36,22.0,Never married,"Private, for-profit",2001,24.0,Female,2,13000.0,6,13532.0
53,22.0,Married,Local government,2310,40.0,Female,1,99000.0,6,100786.0
66,,Married,"Private, for-profit",7220,45.0,Male,6,65700.0,6,64280.0
25,,Never married,"Private, for-profit",2310,40.0,Female,1,20000.0,6,27157.0
59,21.0,Married,"Private, non-profit",1650,,Female,6,164110.0,6,165816.0
34,16.0,Married,"Private, for-profit",6260,40.0,Male,8,31000.0,6,34339.0
26,16.0,Never married,"Private, for-profit",4040,4.0,Female,1,700.0,6,-7706.0
40,23.0,Married,"Private, for-profit",3050,,Male,6,120000.0,6,117848.0
56,21.0,Married,"Private, for-profit",10,55.0,Female,1,,6,
46,21.0,Married,"Private, for-profit",3255,,Female,6,250000.0,6,248878.0
25,16.0,Never married,"Private, for-profit",5350,40.0,Female,1,25000.0,6,28189.0
60,19.0,Married,Local government,120,40.0,Female,1,71000.0,6,73003.0
28,16.0,Never married,"Private, for-profit",4010,32.0,Male,1,25000.0,6,24439.0
59,22.0,Married,"Private, for-profit",4700,45.0,Female,1,,6,
34,21.0,Never married,"Private, for-profit",2830,40.0,Female,1,,6,
60,21.0,Married,"Self-employed, unincorporated",440,40.0,Male,8,60000.0,6,54482.0
41,20.0,Married,"Private, for-profit",8740,50.0,Male,1,55000.0,6,54232.0
18,16.0,Never married,"Private, for-profit",4840,40.0,Male,8,12000.0,6,13869.0
29,16.0,Married,"Private, for-profit",20,45.0,Male,1,90000.0,6,89579.0
49,21.0,Married,"Private, for-profit",735,50.0,Male,6,206000.0,6,205315.0
45,16.0,Never married,"Self-employed, unincorporated",4220,50.0,Male,8,30000.0,6,30171.0
20,17.0,Never married,"Private, for-profit",4760,30.0,Female,6,4800.0,6,11541.0
30,1.0,Never married,"Private, for-profit",4110,25.0,Female,6,3000.0,6,-3575.0
27,22.0,Never married,"Private, non-profit",2013,50.0,Female,1,40500.0,6,40896.0
18,19.0,Never married,"Private, non-profit",4600,6.0,Male,1,200.0,6,5934.0
51,21.0,Divorced,"Private, for-profit",3602,40.0,Male,6,22000.0,6,25614.0
35,19.0,Married,"Private, for-profit",4010,40.0,Male,1,57010.0,6,58716.0
44,,Married,"Private, for-profit",440,,Male,1,,6,
33,21.0,Never married,"Private, non-profit",2320,40.0,Female,1,43000.0,6,43476.0
60,19.0,Married,"Self-employed, unincorporated",5522,40.0,Female,6,24000.0,6,28499.0
18,,Never married,"Private, for-profit",7840,7.0,Male,9,600.0,6,333.0
41,16.0,Married,"Private, for-profit",4720,,Female,6,23300.0,6,24206.0
33,,Married,"Private, for-profit",1530,40.0,Male,6,87000.0,6,86333.0
56,13.0,Married,"Private, for-profit",5610,80.0,Female,6,45000.0,6,51936.0
47,20.0,Married,Local government,3750,,Male,2,135000.0,6,135545.0
44,23.0,Married,"Private, non-profit",3255,28.0,Female,1,80000.0,6,88540.0
47,20.0,Married,"Private, for-profit",4760,40.0,Female,6,80000.0,6,85452.0
44,,Never married,"Private, for-profit",5000,40.0,Male,6,48010.0,6,47656.0
61,15.0,Divorced,"Private, for-profit",7720,40.0,Female,6,41600.0,6,49077.0
28,21.0,Never married,Local government,2545,5.0,Male,6,1500.0,6,-1330.0
54,19.0,Divorced,"Private, for-profit",3602,15.0,Female,1,17500.0,6,26540.0
64,18.0,Married,"Private, for-profit",8740,40.0,Female,6,21100.0,6,21724.0
55,16.0,Married,"Private, for-profit",4760,35.0,Female,1,30000.0,6,37471.0
34,20.0,Never married,"Private, for-profit",4850,35.0,Female,1,14000.0,6,22066.0
38,8.0,Never married,"Private, for-profit",4160,40.0,Female,8,30000.0,6,23013.0
37,16.0,Married,"Private, for-profit",4600,20.0,Female,1,4000.0,6,6525.0
54,19.0,Divorced,"Private, for-profit",5120,20.0,Female,1,25000.0,6,20561.0
46,19.0,Married,"Private, for-profit",850,50.0,Male,1,52260.0,6,43268.0
22,19.0,Never married,"Private, for-profit",4700,30.0,Female,1,17000.0,6,26300.0
39,19.0,Never married,"Private, for-profit",6520,40.0,Male,8,85000.0,6,84982.0
39,12.0,Never married,"Self-employed, unincorporated",6260,40.0,male,8,10000.0,6,10612.0
53,16.0,Married,Local government,5860,40.0,Female,2,45000.0,6,46166.0
72,21.0,Widowed,"Private, for-profit",4621,4.0,Female,1,47400.0,6,43116.0
31,,Married,"Private, for-profit",440,50.0,Female,1,110500.0,6,109109.0
58,,Married,"Private, for-profit",230,40.0,Male,1,134000.0,6,139089.0
38,23.0,Married,State government,2100,40.0,Male,1,137700.0,6,136044.0
42,16.0,Married,Local government,3602,20.0,Female,1,6000.0,6,7563.0
29,16.0,Married,Federal government,3310,40.0,Male,9,38000.0,6,39633.0
34,11.0,Married,"Private, for-profit",6050,40.0,Male,1,8000.0,6,4724.0
24,16.0,Never married,"Private, for-profit",9130,40.0,Female,8,28000.0,6,26584.0
35,22.0,Never married,Local government,1410,42.0,Male,6,120000.0,6,114291.0
41,7.0,Divorced,"Private, for-profit",4230,35.0,Female,1,34450.0,6,28929.0
51,16.0,Separated,"Private, for-profit",4500,48.0,Male,1,38200.0,6,36942.0
54,19.0,Married,"Private, for-profit",2905,99.0,Male,1,,6,
55,21.0,Married,"Private, non-profit",2310,50.0,Female,1,42000.0,6,33513.0
63,20.0,Widowed,"Private, for-profit",8630,40.0,Male,1,125000.0,6,128515.0
46,19.0,Married,State government,8730,99.0,Male,1,140000.0,6,140576.0
53,16.0,Married,"Private, for-profit",5230,40.0,Male,1,36000.0,6,34291.0
53,21.0,Married,"Private, for-profit",20,40.0,Male,6,79000.0,6,79890.0
48,12.0,Married,"Private, for-profit",4220,7.0,Female,1,3200.0,6,1171.0
44,20.0,Married,"Private, for-profit",1555,40.0,Male,6,40000.0,6,34074.0
31,20.0,Married,"Private, for-profit",5000,40.0,Female,1,50000.0,6,55575.0
42,18.0,Never married,Federal government,5550,40.0,Male,8,40800.0,6,41857.0
36,21.0,Married,"Private, for-profit",1021,40.0,Male,6,120000.0,6,129057.0
64,17.0,Divorced,"Self-employed, unincorporated",6230,25.0,Male,1,33000.0,6,28180.0
43,21.0,Married,"Private, for-profit",3255,40.0,Male,6,180000.0,6,179970.0
50,16.0,Divorced,"Private, non-profit",5940,-1.0,Female,1,21800.0,6,22911.0
41,22.0,Never married,"Private, non-profit",2320,40.0,Female,6,68000.0,6,66739.0
36,21.0,Married,"Private, for-profit",4040,75.0,Male,1,65000.0,6,66439.0
40,20.0,Never married,"Private, for-profit",4030,71.0,Female,1,18000.0,6,12719.0
61,16.0,Married,"Private, for-profit",4110,40.0,Female,6,23000.0,6,14117.0
62,20.0,Divorced,Local government,1108,40.0,Female,9,94000.0,6,97229.0
59,16.0,Married,"Self-employed, unincorporated",20,40.0,Male,1,13020.0,6,383.0
21,18.0,Never married,"Private, for-profit",9630,40.0,Male,1,5000.0,6,8882.0
18,19.0,Never married,"Private, for-profit",4720,8.0,Female,1,2200.0,6,9742.0
49,1.0,Married,"Self-employed, unincorporated",4251,40.0,Male,1,20000.0,6,20802.0
47,22.0,Married,State government,2310,50.0,Female,1,36200.0,6,39025.0
48,20.0,Never married,"Private, for-profit",440,40.0,Male,6,5000.0,6,1509.0
35,16.0,Never married,"Private, for-profit",5860,40.0,Female,8,20000.0,6,23502.0
50,22.0,Married,"Self-employed, unincorporated",3140,40.0,Female,1,110000.0,6,109893.0
30,,Married,"Private, for-profit",3645,40.0,Female,1,33400.0,6,21966.0
66,20.0,Married,"Private, for-profit",4850,52.0,Male,1,142600.0,6,140022.0
65,18.0,Married,"Private, for-profit",9620,40.0,Female,1,38000.0,6,37825.0
51,21.0,Married,Federal government,1021,40.0,Female,6,103000.0,6,112186.0
34,22.0,Divorced,"Private, for-profit",3245,24.0,Female,1,56000.0,6,57440.0
23,20.0,Never married,"Private, for-profit",830,40.0,Female,1,15000.0,6,15689.0
60,19.0,Married,"Private, for-profit",5860,43.0,Male,1,,6,
33,21.0,Never married,"Private, for-profit",800,43.0,Male,6,60020.0,6,60463.0
60,9.0,Married,"Private, for-profit",9640,40.0,Female,8,25000.0,6,27709.0
24,19.0,Never married,"Private, for-profit",4920,40.0,Male,6,19500.0,6,22162.0
62,20.0,Divorced,"Private, for-profit",220,50.0,Male,1,50000.0,6,51247.0
46,22.0,Married,"Private, non-profit",800,50.0,Female,3,100000.0,6,96267.0
28,16.0,Never married,"Private, for-profit",4510,20.0,Female,1,15000.0,6,13937.0
54,16.0,Married,"Private, for-profit",8300,50.0,Female,6,36000.0,6,34890.0
42,19.0,Married,Local government,2545,35.0,Female,9,24800.0,6,27027.0
34,16.0,Never married,"Private, for-profit",9130,37.0,Male,7,38800.0,6,40131.0
38,22.0,Never married,"Private, for-profit",5940,48.0,Male,6,150000.0,6,147636.0
19,14.0,Never married,"Private, for-profit",9640,20.0,Male,8,2100.0,6,380.0
56,22.0,Separated,Local government,2320,35.0,Female,1,89770.0,6,89220.0
28,20.0,Never married,"Private, for-profit",4020,24.0,Female,9,21000.0,6,21513.0
64,,Divorced,"Private, for-profit",3630,20.0,Female,1,14000.0,6,17384.0
68,22.0,Married,"Self-employed, unincorporated",6260,20.0,Male,6,23200.0,6,11789.0
43,21.0,Never married,"Private, for-profit",5240,40.0,Male,1,55000.0,6,48687.0
47,24.0,Married,Local government,2205,40.0,Male,1,130000.0,6,134997.0
28,16.0,Never married ,"Private, for-profit",3545,40.0,Male,8,43200.0,6,44236.0
37,21.0,Married,"Private, for-profit",2014,40.0,Female,1,42000.0,6,35564.0
37,16.0,Married,"Private, for-profit",3655,24.0,Female,8,20000.0,6,24830.0
26,16.0,Never married,"Private, for-profit",5160,, Female,8,18000.0,6,15398.0
45,21.0,Married,"Private, non-profit",3545,40.0,Male,2,70000.0,6,73767.0
42,22.0,Married,"Private, for-profit",735,50.0,Male,1,160000.0,6,155265.0
26,16.0,Never married,Federal government,4400,80.0,Male,1,30000.0,6,34459.0
53,19.0,Never married,"Self-employed, incorporated",3930,,Male,1,75000.0,6,75433.0
66,21.0,Divorced,"Private, for-profit",4920,,Male,1,140000.0,6,148359.0
35,18.0,Married,"Private, for-profit",9350,40.0,Male,3,45000.0,6,41688.0
28,20.0,Married,"Private, for-profit",6250,40.0,Male,7,35000.0,6,39724.0
24,17.0,Never married,"Private, for-profit",3930,56.0,Male,2,8000.0,6,8608.0
38,21.0,Never married,"Private, for-profit",4760,27.0,male,6,21150.0,6,8862.0
51,16.0,Married,"Private, for-profit",4700,40.0,Female,1,35000.0,6,44588.0
37,24.0,Married,"Private, non-profit",2205,40.0,Male,6,60000.0,6,61890.0
51,23.0,Married,State government,2100,40.0,Female,1,155000.0,6,158575.0
19,18.0,Never married,"Private, for-profit",3602,24.0,Female,1,5800.0,6,8180.0
30,,Married,Local government,2320,60.0,Female,1,68000.0,6,73376.0
19,18.0,Never married,State government,5400,14.0,Male,6,6500.0,6,2261.0
49,22.0,Married,"Self-employed, unincorporated",3245,25.0,Female,1,5200.0,6,11023.0
56,18.0,Never married,"Private, non-profit",3645,40.0,Female,1,66000.0,6,69929.0
54,22.0,Married,"Private, for-profit",120,40.0,Female,6,30000.0,6,31868.0
56,16.0,Married,"Private, for-profit",136,40.0,Male,8,130000.0,6,127860.0
59,22.0,Divorced,Local government,1530,50.0,Male ,1,124000.0,6,135287.0
31,23.0,Divorced,"Self-employed, unincorporated",2360,8.0,Female,1,65300.0,6,66290.0
45,18.0,Married,Local government,7700,40.0,Male,1,140000.0,6,143924.0
